address;price;city;model;image;url;availability;
Vanha talvitie 3;1646 €/mes;Helsinki;Kolmio 60.5 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/6a0341a7-1334-4f5f-85ee-673085c67b8e/1440x960.jpg;https://oma.avara.fi/listing/e79d3d73-9c8b-4436-98ae-44e293fbb2d1;Immediatamente disponible;
Kirstinmäki 6;827 €/mes;Espoo;Kaksio 43.5 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/01ad5c58-d51b-41a3-8592-ca7c534ef8d7/1439x959.jpg;https://oma.avara.fi/listing/e7a51f62-ca30-4729-adb0-2b8a69b79eb1;Immediatamente disponible;
Maarukankuja 8;1080 €/mes;Vantaa;Kolmio 69.5 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/f05a8860-eb40-4d5a-98e9-72f70dda4fe7/1440x960.jpg;https://oma.avara.fi/listing/f0b22f87-fe16-44fe-8fc3-f1a2ec6c9372;Immediatamente disponible;
Koskelantie 64b;1125 €/mes;Helsinki;Kaksio 49.5 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/533f99ad-dd8b-4683-b8e6-3ec3328604ce/1440x960.jpg;https://oma.avara.fi/listing/f12d3088-52cb-479e-a158-fde97c0624f0;Immediatamente disponible;
Postiljooninkatu 11;1100 €/mes;Helsinki;Kaksio 44.5 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/7076f564-02a2-439f-bf7f-51307b7ca5b9/1440x960.jpg;https://oma.avara.fi/listing/f48aa746-38fe-4420-b264-c297c005ee37;Immediatamente disponible;
Kolmas linja 17;1228 €/mes;Helsinki;Kaksio 52 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/9de1d38d-8327-4d91-b0b0-4f03ef73b951/1438x959.jpg;https://oma.avara.fi/listing/f7dd7a57-fd49-49b0-b5d1-704752cc113a;Immediatamente disponible;
Suezinkatu 3;1626 €/mes;Helsinki;Kolmio 79.5 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/7f84c236-b598-4ed3-8454-ad365404cfc8/1440x960.jpg;https://oma.avara.fi/listing/f9f3af23-f36d-4ff0-b1f3-477231b30a13;Immediatamente disponible;
Sopulirinne 2;980 €/mes;Helsinki;Kaksio 47.5 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/fef45135-ca71-463a-aac1-eba5d6c4c92d/1440x960.jpg;https://oma.avara.fi/listing/faaa20a4-af3b-4fda-8aec-cdbba8dc7f86;Immediatamente disponible;
Topaasipolku 4;831 €/mes;Vantaa;Kaksio 48.5 m²;https://s3.eu-central-1.amazonaws.com/oma-avara-prod-public/8cf4f3bb-233a-4547-a52c-bd9fd69d10a5/1440x960.jpg;https://oma.avara.fi/listing/fd54d1cf-2666-4d27-aa18-3c9b430f299e;Immediatamente disponible

